level,dataset,cohort,model,mode,condition,baseline_condition,n,value_change_rate,mean_confidence_delta,mean_evidence_jaccard,mean_reasoning_jaccard
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C12,C03,408,0.10294117647058823,0.002720588235294117,0.5231196413871478,0.29691674430453335
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C15,C03,408,0.21323529411764705,0.01870098039215686,0.05723422549061892,0.16666537974563383
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C16,C03,408,0.2107843137254902,0.011004901960784312,0.05785189219052496,0.16885435830140377
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C04,C03,408,0.10784313725490197,-0.0008578431372549,0.5733979268475445,0.4141864753439743
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C07,C03,408,0.2965686274509804,0.0013480392156862769,0.06798453065966706,0.17842476937528054
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C08,C03,408,0.25980392156862747,-0.006249999999999998,0.07474384104646717,0.1722877402426007
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C11,C03,408,0.125,-0.00441176470588235,0.5667187424511646,0.3605646935901823
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C12,C03,408,0.12254901960784313,-0.0033088235294117616,0.5473927245723068,0.3612848014439837
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C15,C03,408,0.2181372549019608,0.006740196078431371,0.057286369449613996,0.19475930502523053
item_score,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C16,C03,408,0.2107843137254902,0.003921568627450982,0.076463607405585,0.20534737554037213
item_score,HAMD-17,PDCH标签99人,GLM-5.2,思考,C04,C03,1683,0.19370172311348782,-5.941770647653666e-06,0.493922283973668,0.3258097232165866
item_score,HAMD-17,PDCH标签99人,GLM-5.2,思考,C07,C03,1683,0.2857991681521093,0.014111705288175874,0.07193315752729211,0.18360379828891663
item_score,HAMD-17,PDCH标签99人,GLM-5.2,思考,C08,C03,1683,0.28104575163398693,0.016470588235294115,0.07536763520861281,0.18927061778648568
item_score,HAMD-17,PDCH标签99人,GLM-5.2,思考,C11,C03,1683,0.18181818181818182,-0.009922756981580511,0.4914771959676687,0.31821662920706567
item_score,HAMD-17,PDCH标签99人,GLM-5.2,思考,C12,C03,1683,0.19073083778966132,-0.017201426024955436,0.47830170224137597,0.30370467406437324
item_score,HAMD-17,PDCH标签99人,GLM-5.2,思考,C15,C03,1683,0.26737967914438504,0.012685680332739153,0.07124195575053498,0.18828761272079322
item_score,HAMD-17,PDCH标签99人,GLM-5.2,思考,C16,C03,1683,0.2667855020796197,0.014842543077837191,0.07630329094767457,0.19781591128049633
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C04,C03,1683,0.1384432560903149,-0.006333927510398098,0.4830582887670534,0.28525165886249154
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C07,C03,1683,0.36541889483065954,0.007855020796197265,0.05771602171739234,0.16100226063420847
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C08,C03,1683,0.36363636363636365,0.013410576351752822,0.058190267145871326,0.16124124218947883
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C11,C03,1683,0.1295306001188354,-0.0011408199643493755,0.45799448251102665,0.2863399746382848
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C12,C03,1683,0.14557338086749852,-0.0036185383244206767,0.4492681320065406,0.273787439056542
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C15,C03,1683,0.35472370766488415,0.007926322043969104,0.05914530600583104,0.16417678471040098
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C16,C03,1683,0.36363636363636365,0.018562091503267975,0.06028442640905014,0.16745141191895685
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C04,C03,1683,0.18775995246583482,-0.0004396910279263221,0.4023298881052392,0.2840843007710787
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C07,C03,1683,0.31016042780748665,0.0013666072489601866,0.10013313056278998,0.17197754158226192
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C08,C03,1683,0.3077837195484254,0.0008080808080808058,0.10830802139611989,0.17136946812267928
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C11,C03,1683,0.1681521093285799,0.0006357694592988711,0.41280962620443307,0.2861792558318838
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C12,C03,1683,0.20083184789067143,0.0025430778371954847,0.39066932717408237,0.27087685303644454
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C15,C03,1683,0.28342245989304815,0.002733214497920377,0.09060351363349035,0.1838317355979443
item_score,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C16,C03,1683,0.29233511586452765,0.00398692810457516,0.08766626158820623,0.17778112013212977
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C04,C03,1683,0.0855614973262032,0.0004872251931075459,0.6542653324553424,0.33767531963350583
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C07,C03,1683,0.29114676173499704,0.0038621509209744525,0.05797763729152191,0.14404199435792606
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C08,C03,1683,0.28401663695781343,0.006565656565656567,0.06073022428200432,0.14947642474390554
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C11,C03,1683,0.09209744503862151,0.00641711229946524,0.5141767170171432,0.3103901608847102
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C12,C03,1683,0.11705288175876412,0.003826500297088533,0.4997681044236194,0.30067386007618735
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C15,C03,1683,0.23885918003565063,0.016589423648247177,0.06271288761728813,0.16215441562527438
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C16,C03,1683,0.23648247177658943,0.01675579322638146,0.0659671548926961,0.16040073972332802
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C04,C03,1683,0.1586452762923351,-0.004117647058823528,0.5247406785258694,0.3502182681565972
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C07,C03,1683,0.2798573975044563,0.0064587046939988116,0.08199480182738673,0.19535877570851665
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C08,C03,1683,0.2887700534759358,0.0013309566250742728,0.08217147910566168,0.18758391671678293
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C11,C03,1683,0.15210932857991682,-0.0011229946524064175,0.5121970666320538,0.346588470712945
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C12,C03,1683,0.18181818181818182,-0.0010635769459298873,0.4940673414348981,0.3387929701272611
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C15,C03,1683,0.2590612002376708,0.008573975044563276,0.07984445665437097,0.21011898545435445
item_score,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C16,C03,1683,0.27807486631016043,0.0063695781342840135,0.08677258694461447,0.20930120329331509
item_score,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C04,C03,1512,0.1693121693121693,-0.12617063492063493,0.6185457413248,0.39380047500095233
item_score,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C07,C03,1512,0.27116402116402116,0.010462962962962964,0.2874510598727522,0.2901905351924119
item_score,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C08,C03,1512,0.26521164021164023,-0.03374338624338624,0.4604310573867928,0.2925536608670871
item_score,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C11,C03,1512,0.11243386243386243,-0.009986772486772487,0.6689071509182889,0.45776259707992184
item_score,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C12,C03,1512,0.15608465608465608,-0.12670634920634918,0.6288625003633066,0.3820436693301501
item_score,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C15,C03,1512,0.3531746031746032,0.0029563492063492086,0.36816798927468286,0.3459714888033638
item_score,PHQ-8,DAIC-WOZ全量189人,DeepSeek-V4-Pro,思考,C16,C03,1512,0.2857142857142857,-0.028948412698412695,0.43934416873260296,0.3318371337805007
item_score,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C04,C03,1512,0.17857142857142858,-0.014437830687830689,0.5740511917160265,0.4282559199227106
item_score,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C07,C03,1512,0.24801587301587302,0.03892195767195767,0.24813671561965825,0.37286824286545056
item_score,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C08,C03,1512,0.2857142857142857,0.0028042328042327987,0.3171383351123128,0.3538194837837995
item_score,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C11,C03,1512,0.12037037037037036,-0.0056944444444444456,0.7075710397253424,0.5260186454172892
item_score,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C12,C03,1512,0.1884920634920635,-0.04978835978835979,0.5748829770283914,0.42949523456046435
item_score,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C15,C03,1512,0.39021164021164023,-0.02732142857142857,0.20905122837102216,0.3466855065565586
item_score,PHQ-8,DAIC-WOZ全量189人,GLM-5.2,思考,C16,C03,1512,0.3247354497354497,-0.04693783068783069,0.2811637282277479,0.30966789592243543
item_score,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C04,C03,1512,0.11177248677248677,-0.014351851851851848,0.6193663817874976,0.48224229594175266
item_score,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C07,C03,1512,0.2037037037037037,0.024298941798941796,0.1553850523353258,0.27535321621159187
item_score,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C08,C03,1512,0.25,0.018564814814814815,0.26631880527982793,0.386387246308234
item_score,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C11,C03,1512,0.07208994708994709,0.0057208994708994685,0.7355180985520624,0.5499383284162491
item_score,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C12,C03,1512,0.11243386243386243,-0.007936507936507934,0.618111945035925,0.47256090719117605
item_score,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C15,C03,1512,0.24603174603174602,0.018816137566137557,0.15498201566924225,0.3544860891528342
item_score,PHQ-8,DAIC-WOZ全量189人,Qwen3.7-Max,思考,C16,C03,1512,0.25925925925925924,0.014503968253968248,0.24362934419995805,0.3654660606285166
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C02,C01,24,0.20833333333333334,0.00416666666666667,0.4641244962023294,0.21963691107247185
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C05,C01,24,0.375,-0.0029166666666666555,0.05293932391374143,0.1740658629152182
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C06,C01,24,0.375,-0.0049999999999999906,0.05077507035880966,0.1742012463502697
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C09,C01,24,0.08333333333333333,-0.0008333333333333295,0.49040861050050105,0.21906893017085485
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C10,C01,24,0.125,-0.00291666666666666,0.4305286724812698,0.22169829054089693
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C13,C01,24,0.16666666666666666,0.008333333333333345,0.061914844480024135,0.1801059977356971
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,不思考,C14,C01,24,0.25,0.006666666666666672,0.05747876662051465,0.17495437892124008
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C02,C01,24,0.08333333333333333,-0.005000000000000009,0.4157764565523568,0.2211755275927992
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C05,C01,24,0.20833333333333334,0.02125,0.051947758474158924,0.18452691808341812
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C06,C01,24,0.25,0.012499999999999997,0.04973734742799848,0.17129357475419338
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C09,C01,24,0.20833333333333334,-0.0175,0.3556702306631055,0.21121440950770695
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C10,C01,24,0.16666666666666666,-0.01916666666666666,0.39870477250787495,0.1921021613319205
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C13,C01,24,0.125,0.011666666666666667,0.05132149177580852,0.1769605720955325
overall_grade,HAMD-17,PDCH共同24人验证,GLM-5.2,思考,C14,C01,24,0.25,-0.0037499999999999942,0.04982960697340615,0.16926319770092835
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,不思考,C02,C01,24,0.125,-0.0175,0.47193149058909634,0.3183508079365447
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,不思考,C05,C01,24,0.3333333333333333,-0.00708333333333334,0.05588705722556494,0.21319019282960835
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,不思考,C06,C01,24,0.2916666666666667,0.008750000000000008,0.056542841815174986,0.2196697678405436
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,不思考,C09,C01,24,0.125,-0.021250000000000005,0.4064664193671314,0.28527665040880235
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,不思考,C10,C01,24,0.08333333333333333,0.009999999999999986,0.44104003865356195,0.29962578260144374
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,不思考,C13,C01,24,0.20833333333333334,0.0049999999999999906,0.05262530417036725,0.21374850883866459
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,不思考,C14,C01,24,0.20833333333333334,0.005416666666666649,0.054133314883013754,0.21326269573372156
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,C02,C01,24,0.20833333333333334,-0.009583333333333327,0.36743490078758084,0.21923676889327862
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,C05,C01,24,0.375,0.005000000000000009,0.05385587357117531,0.16753969222700169
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,C06,C01,24,0.3333333333333333,-0.007499999999999993,0.05429053574572657,0.1634587346790678
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,C09,C01,24,0.125,-0.00874999999999998,0.35599055300539084,0.21581263087843763
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,C10,C01,24,0.20833333333333334,-0.0012499999999999918,0.3546667108668007,0.2137528978249317
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,C13,C01,24,0.20833333333333334,0.006250000000000019,0.056143641590286585,0.16339334465910854
overall_grade,HAMD-17,PDCH共同24人验证,Kimi-K2.6,思考,C14,C01,24,0.2916666666666667,-0.004999999999999986,0.05309699186504491,0.15795956018557802
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C02,C01,24,0.16666666666666666,0.008750000000000008,0.5803704485209652,0.2777234514224966
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C05,C01,24,0.5,0.01750000000000002,0.04950624133222223,0.16058336629955325
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C06,C01,24,0.375,0.0058333333333333475,0.05258775876990501,0.160525588284102
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C09,C01,24,0.16666666666666666,0.011250000000000001,0.5141342709768779,0.26764739583001346
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C10,C01,24,0.20833333333333334,0.008750000000000008,0.4579523119891122,0.2561333057963559
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C13,C01,24,0.25,0.012916666666666674,0.054261620320889915,0.16281071401891378
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,不思考,C14,C01,24,0.25,0.012916666666666674,0.055658864133322154,0.15913914154911743
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C02,C01,24,0.20833333333333334,-0.008333333333333331,0.4345452480336231,0.24328378793475214
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C05,C01,24,0.2916666666666667,-0.0008333333333333248,0.046575223886375715,0.17705084867765244
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C06,C01,24,0.5,0.004583333333333342,0.04678444490573843,0.16311544469531042
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C09,C01,24,0.16666666666666666,0.002083333333333335,0.4671784941049936,0.2321391854977629
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C10,C01,24,0.125,-0.005416666666666667,0.39865888618413686,0.2232758077468715
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C13,C01,24,0.20833333333333334,0.0020833333333333307,0.05018422172291198,0.17702897304255938
overall_grade,HAMD-17,PDCH共同24人验证,Qwen3.7-Max,思考,C14,C01,24,0.16666666666666666,0.0029166666666666646,0.04823377808780546,0.17978917806345363
overall_grade,HAMD-17,PDCH标签99人,GLM-5.2,思考,C02,C01,99,0.23232323232323232,-0.0041414141414141395,0.40748537495120934,0.21612113945552733
overall_grade,HAMD-17,PDCH标签99人,GLM-5.2,思考,C05,C01,99,0.24242424242424243,0.017474747474747476,0.049492726313989654,0.17074784567858467
overall_grade,HAMD-17,PDCH标签99人,GLM-5.2,思考,C06,C01,99,0.3434343434343434,0.014747474747474752,0.04561589609916954,0.1611994336493363
overall_grade,HAMD-17,PDCH标签99人,GLM-5.2,思考,C09,C01,99,0.29292929292929293,-0.008787878787878784,0.38677862802820745,0.19833058947116347
overall_grade,HAMD-17,PDCH标签99人,GLM-5.2,思考,C10,C01,99,0.24242424242424243,-0.009494949494949487,0.3811380334783052,0.20537055285371492
overall_grade,HAMD-17,PDCH标签99人,GLM-5.2,思考,C13,C01,99,0.29292929292929293,0.008383838383838388,0.04547970621236785,0.1634760464377833
overall_grade,HAMD-17,PDCH标签99人,GLM-5.2,思考,C14,C01,99,0.20202020202020202,0.006262626262626264,0.046505931389117544,0.16189996365759668
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C02,C01,99,0.10101010101010101,-0.005252525252525255,0.46404831561802184,0.30625339473341967
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C05,C01,99,0.25252525252525254,0.0017171717171717154,0.05385416969318454,0.21348952480696456
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C06,C01,99,0.32323232323232326,0.01707070707070707,0.05772425948638224,0.2100359166993003
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C09,C01,99,0.10101010101010101,0.01747474747474747,0.4290864204437592,0.3038140907896325
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C10,C01,99,0.1111111111111111,0.020202020202020197,0.4147262299942703,0.30165520125612827
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C13,C01,99,0.26262626262626265,0.004242424242424239,0.058659113340234936,0.2063168204071321
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,不思考,C14,C01,99,0.2828282828282828,0.01181818181818182,0.05784650528424382,0.20350345022550612
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C02,C01,99,0.23232323232323232,0.000606060606060601,0.36241644946732177,0.21793364348234348
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C05,C01,99,0.41414141414141414,0.02888888888888889,0.04635779244752463,0.16890376746326777
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C06,C01,99,0.43434343434343436,0.01525252525252525,0.05289709068106493,0.16916986208861642
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C09,C01,99,0.21212121212121213,0.012121212121212118,0.3546544698373655,0.22369309051999922
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C10,C01,99,0.2727272727272727,0.007272727272727266,0.3277681625915662,0.2156841521666156
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C13,C01,99,0.3333333333333333,0.011818181818181813,0.037486704342800395,0.17306494053025387
overall_grade,HAMD-17,PDCH标签99人,Kimi-K2.6,思考,C14,C01,99,0.4444444444444444,0.013030303030303031,0.03788643851555319,0.1625058740798879
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C02,C01,99,0.16161616161616163,0.0015151515151515188,0.5273783016632317,0.26615896790895666
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C05,C01,99,0.3434343434343434,0.016060606060606063,0.048015765645065316,0.16287000487276454
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C06,C01,99,0.29292929292929293,0.012020202020202026,0.048022448386101826,0.16430656231477397
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C09,C01,99,0.10101010101010101,-0.0005050505050505088,0.5005391629335861,0.25971082078244684
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C10,C01,99,0.1717171717171717,-0.0004040404040404055,0.4837670619146323,0.24653335273531093
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C13,C01,99,0.26262626262626265,0.007070707070707074,0.050933738084277265,0.16788852012237618
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,不思考,C14,C01,99,0.24242424242424243,0.007575757575757584,0.050824563074049686,0.16740912872511465
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C02,C01,99,0.1414141414141414,0.0017171717171717209,0.44021027656709183,0.2356000245742747
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C05,C01,99,0.25252525252525254,0.010303030303030303,0.04634045791661669,0.18080022916434607
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C06,C01,99,0.36363636363636365,0.015757575757575755,0.041576705227629046,0.17828763442401663
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C09,C01,99,0.21212121212121213,0.003939393939393947,0.38179942520966154,0.22727121641623932
overall_grade,HAMD-17,PDCH标签99人,Qwen3.7-Max,思考,C10,C01,99,0.20202020202020202,0.0030303030303030307,0.4070471453985868,0.22436812030793812
