scale,analysis_layer,result_role,method,method_label_zh,N,coverage,complete_rate,total_MAE,delta_total_MAE_vs_c03_glm,ci_low_vs_C03_GLM,ci_high_vs_C03_GLM,q_vs_C03_GLM,item_MAE,item_NAE,cancellation_ratio,weighted_kappa,interpretation
HAMD-17,HAMD17_available,sensitivity,WithinAI_GLM-5.2_A,单 AI 内 GLM-5.2：A,99,0.9783125371360666,0.6313131313131313,3.496969696969697,-0.1191919191919188,,,,0.4820372846108141,0.1608205213903743,0.5656256129942685,0.5833219978503676,单 AI 内按 A 选 condition
HAMD-17,HAMD17_available,sensitivity,WithinAI_Kimi-K2.6_A,单 AI 内 Kimi-K2.6：A,99,0.9756981580510992,0.5868686868686868,3.7010101010101017,0.0848484848484858,,,,0.540701128936423,0.1789224970291147,0.566126072105057,0.501419384435721,单 AI 内按 A 选 condition
HAMD-17,HAMD17_available,sensitivity,WithinAI_Qwen3.7-Max_A,单 AI 内 Qwen3.7-Max：A,99,0.9786096256684492,0.6363636363636364,3.508080808080808,-0.1080808080808077,,,,0.5050802139037434,0.1660232843137255,0.5604947108535625,0.527169455981815,单 AI 内按 A 选 condition
HAMD-17,HAMD17_available,sensitivity,WithinAI_GLM-5.2_B,单 AI 内 GLM-5.2：B,99,0.9788472964943552,0.6404040404040404,3.436363636363636,-0.1797979797979798,,,,0.4725155971479501,0.1578895573380867,0.5636825468090126,0.5860071894396384,单 AI 内按 B 选 condition
HAMD-17,HAMD17_available,sensitivity,WithinAI_Kimi-K2.6_B,单 AI 内 Kimi-K2.6：B,99,0.9765894236482472,0.602020202020202,4.016161616161615,0.3999999999999994,,,,0.48767082590612,0.1620840760546643,0.493671527027142,0.5597646609070102,单 AI 内按 B 选 condition
HAMD-17,HAMD17_available,sensitivity,WithinAI_Qwen3.7-Max_B,单 AI 内 Qwen3.7-Max：B,99,0.9799168152109328,0.6585858585858585,3.4848484848484853,-0.1313131313131306,,,,0.49075311942959,0.1604203802733214,0.5649709211696734,0.5629160100409023,单 AI 内按 B 选 condition
HAMD-17,HAMD17_available,sensitivity,CrossAI_C03,跨 AI：C03,99,0.9754010695187164,0.5818181818181818,3.527272727272728,-0.0888888888888881,-0.4626515151515151,0.2616414141414139,0.6284371562843716,0.4530228758169936,0.1508587715389186,0.5258438855987876,0.6033866440635984,跨 AI，condition 固定 C03
HAMD-17,HAMD17_available,sensitivity,CrossAI_Joint-A,跨 AI：Joint-A,99,0.97825311942959,0.6303030303030304,3.5626262626262624,-0.0535353535353535,-0.4898989898989899,0.3829292929292924,0.8162183781621838,0.498269459298871,0.1670593805704099,0.5551310319827535,0.5576677188921286,直接联合按 rho 选路
HAMD-17,HAMD17_available,sensitivity,CrossAI_Joint-B,跨 AI：Joint-B,99,0.9799762329174092,0.6595959595959597,3.556565656565657,-0.0595959595959589,-0.4556313131313131,0.3505303030303027,0.7718228177182281,0.4691807783719549,0.157229463755199,0.5418609587415292,0.5936120633667151,直接联合按 item MAE 选路
HAMD-17,HAMD17_available,sensitivity,CrossAI_Conservative-C,跨 AI：Conservative-C,99,0.9771836007130124,0.6121212121212122,3.503030303030304,-0.113131313131312,-0.503030303030303,0.2596212121212118,0.5596440355964404,0.460840017825312,0.1534193033273915,0.5323535511616007,0.5985591134050733,C03 锚定，one-SE 外才切换
HAMD-17,HAMD17_strict_complete,sensitivity,C03_GLM-5.2,固定 C03：GLM-5.2,61,1.0,1.0,3.360655737704918,0.0,,,,0.4214079074252652,0.1407907425265188,0.5355988274021062,0.6160956804911922,固定 C03 单 AI 参照
HAMD-17,HAMD17_strict_complete,sensitivity,C03_Kimi-K2.6,固定 C03：Kimi-K2.6,63,1.0,1.0,3.6984126984126986,0.3377569607077806,,,,0.4098972922502334,0.1398225957049486,0.4375251732394589,0.5976832221755934,固定 C03 单 AI 参照
HAMD-17,HAMD17_strict_complete,sensitivity,C03_Qwen3.7-Max,固定 C03：Qwen3.7-Max,57,1.0,1.0,3.3859649122807016,0.0253091745757836,,,,0.3952528379772961,0.131062951496388,0.4749253670306302,0.628324805171104,固定 C03 单 AI 参照
HAMD-17,HAMD17_strict_complete,sensitivity,WithinAI_GLM-5.2_A,单 AI 内 GLM-5.2：A,65,1.0,1.0,3.098632478632479,-0.2620232590724392,,,,0.4281045751633986,0.1460708898944193,0.58266130763265,0.6159243587166118,单 AI 内按 A 选 condition
HAMD-17,HAMD17_strict_complete,sensitivity,WithinAI_Kimi-K2.6_A,单 AI 内 Kimi-K2.6：A,66,1.0,1.0,3.421344396344397,0.0606886586394788,,,,0.4923867526808702,0.1655874218374218,0.5678115773830272,0.5183588651856429,单 AI 内按 A 选 condition
HAMD-17,HAMD17_strict_complete,sensitivity,WithinAI_Qwen3.7-Max_A,单 AI 内 Qwen3.7-Max：A,64,1.0,1.0,3.3942708333333336,0.0336150956284155,,,,0.4355085784313726,0.1441712622549019,0.5165638701576202,0.5627584649597399,单 AI 内按 A 选 condition
HAMD-17,HAMD17_strict_complete,sensitivity,WithinAI_GLM-5.2_B,单 AI 内 GLM-5.2：B,68,1.0,1.0,3.220739962651728,-0.1399157750531898,,,,0.4346130609106387,0.1478408029878617,0.5648506621404751,0.6057179629569296,单 AI 内按 B 选 condition
HAMD-17,HAMD17_strict_complete,sensitivity,WithinAI_Kimi-K2.6_B,单 AI 内 Kimi-K2.6：B,67,1.0,1.0,3.6894219379294007,0.3287662002244826,,,,0.4522597098540909,0.1521679069637805,0.5183763036694806,0.5662385931187721,单 AI 内按 B 选 condition
HAMD-17,HAMD17_strict_complete,sensitivity,WithinAI_Qwen3.7-Max_B,单 AI 内 Qwen3.7-Max：B,68,1.0,1.0,3.4535364145658263,0.0928806768609082,,,,0.435205552809359,0.1438555569286538,0.5242155932600199,0.5816422264340281,单 AI 内按 B 选 condition
HAMD-17,HAMD17_strict_complete,sensitivity,CrossAI_C03,跨 AI：C03,62,1.0,1.0,3.4225806451612906,0.0619249074563725,-0.4246311475409837,0.4246311475409832,0.9495050494950504,0.407020872865275,0.1384250474383302,0.50554602207828,0.6383889933860376,跨 AI，condition 固定 C03
HAMD-17,HAMD17_strict_complete,sensitivity,CrossAI_Joint-A,跨 AI：Joint-A,68,1.0,1.0,3.322245564892624,-0.038410172812294,-0.7632691798941802,0.1663518518518515,0.2181781821817817,0.453409402976877,0.1545809990662932,0.5579213605929292,0.5793386953747217,直接联合按 rho 选路
HAMD-17,HAMD17_strict_complete,sensitivity,CrossAI_Joint-B,跨 AI：Joint-B,70,1.0,1.0,3.3359693877551018,-0.0246863499498162,-0.6561999089253189,0.1764336130627111,0.3451654834516548,0.4256145791649993,0.1443139755902361,0.5426958228697925,0.611474546523417,直接联合按 item MAE 选路
HAMD-17,HAMD17_strict_complete,sensitivity,CrossAI_Conservative-C,跨 AI：Conservative-C,70,1.0,1.0,3.4890532879818585,0.1283975502769405,-0.502460154826958,0.2992577413479045,0.6031396860313969,0.4220798319327731,0.1425892857142857,0.5154818781306876,0.6109687299037335,C03 锚定，one-SE 外才切换
